Access 17: ['0', '1', '3', '7', '15']
Access 18: ['0', '1', '4', '9', '19']
Access 19: ['0', '1', '4', '10', '21']
Access 20: ['0', '1', '4', '9', '20']
Access 21: ['0', '0', '2', '5', '11']
Access 22: ['0', '1', '3', '8', '18']
Access 23: ['0', '1', '4', '9', '20']
Access 24: ['0', '0', '1', '4', '10']
Access 25: ['0', '1', '3', '7', '16']
Access 26: ['0', '0', '2', '5', '12']
Access 27: ['0', '1', '3', '8', '18']
Access 28: ['0', '1', '4', '9', '20']
Access 29: ['0', '0', '1', '4', '9']
Access 30: ['0', '1', '3', '8', '17']
Access 31: ['0', '2', '5', '11', '24']
Access 32: ['0', '1', '4', '10', '21']
Access 33: ['0', '1', '4', '10', '22']
Access 34: ['0', '0', '2', '6', '14']
Access 35: ['0', '1', '4', '9', '19']
Access 36: ['0', '0', '2', '6', '13']
Access 37: ['0', '0', '1', '4', '9']
Access 38: ['0', '2', '5', '11', '23']
Access 39: ['0', '1', '3', '7', '15']
Access 40: ['0', '1', '4', '9', '20']
Access 41: ['0', '0', '2', '6', '13']
Access 42: ['0', '1', '3', '7', '16']
Access 43: ['0', '1', '3', '7', '15']
Access 44: ['0', '1', '4', '10', '21']
Access 45: ['0', '2', '5', '11', '23']
Access 46: ['0', '2', '5', '11', '24']
Access 47: ['0', '0', '2', '5', '12']
Access 48: ['0', '1', '4', '9', '20']
Access 49: ['0', '0', '2', '6', '14']
Access 50: ['0', '1', '3', '8', '18']
Access 51: ['0', '0', '2', '6', '13']
Access 52: ['0', '0', '2', '5', '12']
Access 53: ['0', '0', '1', '4', '9']
Access 54: ['0', '1', '4', '9', '20']
Access 55: ['0', '0', '2', '5', '11']
Access 56: ['0', '2', '5', '11', '23']
Access 57: ['0', '0', '2', '5', '12']
Access 58: ['0', '1', '4', '9', '19']
Access 59: ['0', '0', '2', '5', '12']
Access 60: ['0', '1', '3', '8', '18']
Access 61: ['0', '1', '4', '9', '20']
Access 62: ['0', '0', '2', '6', '14']
Access 63: ['0', '2', '5', '11', '23']
Access 64: ['0', '2', '5', '11', '24']
Access 65: ['0', '1', '3', '7', '16']
Access 66: ['0', '1', '4', '10', '22']
Access 67: ['0', '2', '5', '11', '23']
Access 68: ['0', '1', '3', '8', '17']
Access 69: ['0', '2', '5', '11', '24']
Access 70: ['0', '1', '3', '7', '16']
Access 71: ['0', '1', '3', '7', '15']
Access 72: ['0', '1', '3', '7', '15']
Access 73: ['0', '0', '2', '6', '13']
Access 74: ['0', '1', '3', '7', '16']
Access 75: ['0', '2', '5', '11', '24']
Access 76: ['0', '0', '2', '6', '13']
Access 77: ['0', '1', '3', '8', '18']
Access 78: ['0', '1', '3', '7', '15']
Access 79: ['0', '0', '2', '6', '13']
Access 80: ['0', '0', '1', '4', '9']
Access 81: ['0', '0', '1', '4', '9']
Access 82: ['0', '1', '3', '7', '15']
Access 83: ['0', '0', '1', '4', '10']
Access 84: ['0', '0', '2', '5', '12']
Access 85: ['0', '0', '2', '5', '11']
Access 86: ['0', '0', '2', '6', '14']
Access 87: ['0', '0', '2', '5', '11']
Access 88: ['0', '0', '2', '6', '14']
Access 89: ['0', '0', '1', '4', '9']
Access 90: ['0', '0', '2', '5', '11']
Access 91: ['0', '0', '1', '4', '10']
Access 92: ['0', '0', '2', '6', '13']
Access 93: ['0', '1', '4', '10', '22']
Access 94: ['0', '0', '2', '6', '14']
Access 95: ['0', '0', '1', '4', '10']
Access 96: ['0', '2', '5', '11', '23']
Access 97: ['0', '1', '3', '7', '15']
Access 98: ['0', '1', '3', '8', '18']
Access 99: ['0', '1', '4', '10', '22']
Access 100: ['0', '1', '3', '8', '18']


*******************************************

Access 1: ['0', '0', '2', '5', '12']
Access 2: ['0', '2', '5', '11', '24']
Access 3: ['0', '2', '5', '11', '23']
Access 4: ['0', '0', '1', '4', '9']
Access 5: ['0', '1', '4', '10', '22']
Access 6: ['0', '2', '5', '11', '23']
Access 7: ['0', '0', '2', '6', '13']
Access 8: ['0', '0', '1', '4', '9']
Access 9: ['0', '0', '1', '4', '9']
Access 10: ['0', '1', '3', '7', '16']
Access 11: ['0', '1', '3', '8', '18']
Access 12: ['0', '1', '3', '7', '15']
Access 13: ['0', '1', '4', '9', '19']
Access 14: ['0', '2', '5', '11', '24']
Access 15: ['0', '0', '1', '4', '10']
Access 16: ['0', '2', '5', '11', '24']
Access 17: ['0', '1', '4', '9', '20']
Access 18: ['0', '0', '2', '6', '14']
Access 19: ['0', '1', '4', '9', '20']
Access 20: ['0', '1', '3', '7', '15']
Access 21: ['0', '1', '3', '8', '17']
Access 22: ['0', '0', '1', '4', '10']
Access 23: ['0', '1', '4', '10', '22']
Access 24: ['0', '0', '2', '6', '13']
Access 25: ['0', '0', '1', '4', '10']
Access 26: ['0', '1', '3', '7', '15']
Access 27: ['0', '1', '4', '9', '20']
Access 28: ['0', '0', '2', '6', '13']
Access 29: ['0', '1', '4', '9', '20']
Access 30: ['0', '1', '3', '8', '18']
Access 31: ['0', '0', '2', '5', '11']
Access 32: ['0', '1', '4', '9', '19']
Access 33: ['0', '0', '2', '6', '14']
Access 34: ['0', '0', '2', '6', '14']
Access 35: ['0', '1', '3', '8', '18']
Access 36: ['0', '1', '4', '9', '20']
Access 37: ['0', '0', '1', '4', '9']
Access 38: ['0', '1', '3', '8', '18']
Access 39: ['0', '1', '4', '10', '21']
Access 40: ['0', '0', '2', '6', '13']
Access 41: ['0', '0', '1', '4', '9']
Access 42: ['0', '1', '4', '9', '19']
Access 43: ['0', '2', '5', '11', '23']
Access 44: ['0', '1', '4', '10', '22']
Access 45: ['0', '0', '2', '6', '14']
Access 46: ['0', '1', '4', '10', '22']
Access 47: ['0', '0', '1', '4', '10']
Access 48: ['0', '1', '4', '9', '19']
Access 49: ['0', '1', '4', '9', '20']
Access 50: ['0', '1', '3', '7', '15']
Access 51: ['0', '0', '1', '4', '9']
Access 52: ['0', '1', '4', '9', '20']
Access 53: ['0', '0', '1', '4', '9']
Access 54: ['0', '0', '2', '6', '13']
Access 55: ['0', '0', '1', '4', '10']
Access 56: ['0', '1', '3', '7', '16']
Access 57: ['0', '0', '2', '5', '12']
Access 58: ['0', '0', '2', '6', '14']
Access 59: ['0', '0', '2', '6', '14']
Access 60: ['0', '1', '4', '9', '19']
Access 61: ['0', '0', '1', '4', '10']
Access 62: ['0', '1', '3', '7', '15']
Access 63: ['0', '0', '1', '4', '9']
Access 64: ['0', '0', '1', '4', '10']
Access 65: ['0', '1', '4', '10', '22']
Access 66: ['0', '0', '2', '5', '12']
Access 67: ['0', '1', '4', '9', '20']
Access 68: ['0', '2', '5', '11', '24']
Access 69: ['0', '0', '2', '6', '14']
Access 70: ['0', '1', '3', '7', '15']
Access 71: ['0', '1', '4', '9', '19']
Access 72: ['0', '1', '3', '7', '15']
Access 73: ['0', '1', '3', '7', '16']
Access 74: ['0', '1', '3', '8', '17']
Access 75: ['0', '0', '2', '6', '14']
Access 76: ['0', '1', '3', '8', '17']
Access 77: ['0', '1', '4', '9', '20']
Access 78: ['0', '1', '4', '9', '19']
Access 79: ['0', '1', '4', '10', '21']
Access 80: ['0', '2', '5', '11', '24']
Access 81: ['0', '1', '3', '7', '15']
Access 82: ['0', '0', '1', '4', '9']
Access 83: ['0', '1', '4', '10', '22']
Access 84: ['0', '1', '4', '10', '22']
Access 85: ['0', '1', '4', '9', '19']
Access 86: ['0', '0', '2', '6', '14']
Access 87: ['0', '1', '3', '7', '16']
Access 88: ['0', '0', '2', '5', '11']
Access 89: ['0', '1', '4', '9', '19']
Access 90: ['0', '0', '2', '6', '13']
Access 91: ['0', '0', '2', '5', '11']
Access 92: ['0', '1', '3', '8', '17']
Access 93: ['0', '0', '2', '5', '11']
Access 94: ['0', '0', '2', '6', '13']
Access 95: ['0', '2', '5', '11', '23']
Access 96: ['0', '0', '2', '5', '12']
Access 97: ['0', '0', '1', '4', '9']
Access 98: ['0', '0', '2', '5', '12']
Access 99: ['0', '0', '1', '4', '9']
Access 100: ['0', '2', '5', '11', '24']


*******************************************

Access 1: ['0', '1', '3', '7', '15']
Access 2: ['0', '1', '3', '8', '17']
Access 3: ['0', '0', '1', '4', '10']
Access 4: ['0', '0', '1', '4', '10']
Access 5: ['0', '1', '4', '9', '19']
Access 6: ['0', '0', '2', '5', '12']
Access 7: ['0', '1', '3', '7', '16']
Access 8: ['0', '0', '1', '4', '9']
Access 9: ['0', '1', '4', '10', '22']
Access 10: ['0', '0', '2', '5', '11']
Access 11: ['0', '0', '2', '5', '11']
Access 12: ['0', '1', '4', '10', '21']
Access 13: ['0', '0', '2', '5', '12']
Access 14: ['0', '0', '2', '6', '14']
Access 15: ['0', '1', '4', '10', '21']
Access 16: ['0', '2', '5', '11', '23']
Access 17: ['0', '0', '1', '4', '10']
Access 18: ['0', '1', '4', '10', '21']
Access 19: ['0', '1', '3', '7', '15']
Access 20: ['0', '0', '2', '6', '14']
Access 21: ['0', '2', '5', '11', '23']
Access 22: ['0', '0', '2', '5', '11']
Access 23: ['0', '1', '3', '7', '15']
Access 24: ['0', '2', '5', '11', '24']
Access 25: ['0', '0', '2', '5', '11']
Access 26: ['0', '1', '3', '8', '18']
Access 27: ['0', '0', '1', '4', '9']
Access 28: ['0', '1', '3', '7', '15']
Access 29: ['0', '1', '3', '7', '15']
Access 30: ['0', '0', '1', '4', '10']
Access 31: ['0', '0', '2', '6', '13']
Access 32: ['0', '1', '3', '7', '16']
Access 33: ['0', '0', '1', '4', '10']
Access 34: ['0', '0', '2', '6', '13']
Access 35: ['0', '0', '2', '5', '12']
Access 36: ['0', '1', '4', '10', '21']
Access 37: ['0', '1', '3', '8', '17']
Access 38: ['0', '1', '4', '9', '19']
Access 39: ['0', '0', '1', '4', '9']
Access 40: ['0', '1', '3', '7', '15']
Access 41: ['0', '1', '4', '10', '21']
Access 42: ['0', '1', '4', '9', '20']
Access 43: ['0', '2', '5', '11', '24']
Access 44: ['0', '1', '3', '8', '17']
Access 45: ['0', '0', '2', '5', '11']
Access 46: ['0', '0', '2', '5', '12']
Access 47: ['0', '0', '1', '4', '10']
Access 48: ['0', '0', '2', '6', '13']
Access 49: ['0', '1', '4', '10', '21']
Access 50: ['0', '1', '4', '10', '21']
Access 51: ['0', '1', '4', '10', '21']
Access 52: ['0', '1', '3', '7', '15']
Access 53: ['0', '0', '2', '5', '11']
Access 54: ['0', '1', '3', '8', '17']
Access 55: ['0', '1', '4', '10', '21']
Access 56: ['0', '0', '2', '5', '11']
Access 57: ['0', '1', '3', '7', '15']
Access 58: ['0', '1', '4', '10', '21']
Access 59: ['0', '2', '5', '11', '24']
Access 60: ['0', '0', '1', '4', '10']
Access 61: ['0', '1', '4', '10', '22']
Access 62: ['0', '1', '4', '10', '22']
Access 63: ['0', '0', '1', '4', '9']
Access 64: ['0', '1', '4', '10', '22']
Access 65: ['0', '1', '4', '9', '20']
Access 66: ['0', '1', '3', '7', '16']
Access 67: ['0', '0', '2', '5', '11']
Access 68: ['0', '0', '1', '4', '10']
Access 69: ['0', '1', '3', '8', '18']
Access 70: ['0', '2', '5', '11', '23']
Access 71: ['0', '1', '3', '7', '15']
Access 72: ['0', '0', '2', '6', '13']
Access 73: ['0', '1', '4', '10', '21']
Access 74: ['0', '0', '2', '6', '14']
Access 75: ['0', '1', '3', '7', '15']
Access 76: ['0', '0', '2', '6', '14']
Access 77: ['0', '0', '2', '5', '12']
Access 78: ['0', '0', '2', '6', '13']
Access 79: ['0', '1', '3', '8', '18']
Access 80: ['0', '0', '2', '5', '11']
Access 81: ['0', '1', '3', '8', '18']
Access 82: ['0', '0', '1', '4', '10']
Access 83: ['0', '1', '4', '9', '19']
Access 84: ['0', '0', '2', '5', '12']
Access 85: ['0', '1', '4', '9', '20']
Access 86: ['0', '0', '2', '5', '11']
Access 87: ['0', '2', '5', '11', '24']
Access 88: ['0', '0', '2', '6', '14']
Access 89: ['0', '1', '3', '7', '15']
Access 90: ['0', '1', '3', '8', '17']
Access 91: ['0', '0', '2', '5', '11']
Access 92: ['0', '1', '4', '10', '22']
Access 93: ['0', '2', '5', '11', '24']
Access 94: ['0', '0', '2', '6', '13']
Access 95: ['0', '1', '3', '8', '17']
Access 96: ['0', '1', '3', '8', '18']
Access 97: ['0', '0', '2', '6', '13']
Access 98: ['0', '1', '4', '10', '22']
Access 99: ['0', '1', '4', '9', '19']
Access 100: ['0', '1', '3', '7', '15']


*******************************************

Access 1: ['0', '0', '2', '5', '12']
Access 2: ['0', '1', '3', '8', '17']
Access 3: ['0', '0', '1', '4', '10']
Access 4: ['0', '1', '3', '8', '18']
Access 5: ['0', '1', '3', '8', '17']
Access 6: ['0', '0', '2', '5', '11']
Access 7: ['0', '0', '1', '4', '10']
Access 8: ['0', '0', '1', '4', '10']
Access 9: ['0', '0', '1', '4', '10']
Access 10: ['0', '0', '2', '6', '14']
Access 11: ['0', '1', '4', '10', '22']
Access 12: ['0', '1', '4', '9', '20']
Access 13: ['0', '1', '4', '10', '22']
Access 14: ['0', '0', '2', '6', '14']
Access 15: ['0', '0', '2', '6', '14']
Access 16: ['0', '2', '5', '11', '24']
Access 17: ['0', '0', '1', '4', '9']
Access 18: ['0', '0', '2', '5', '12']
Access 19: ['0', '1', '3', '7', '16']
Access 20: ['0', '1', '3', '8', '17']
Access 21: ['0', '1', '4', '9', '20']
Access 22: ['0', '2', '5', '11', '24']
Access 23: ['0', '0', '2', '5', '12']
Access 24: ['0', '0', '2', '5', '11']
Access 25: ['0', '1', '4', '9', '19']
Access 26: ['0', '1', '3', '7', '16']
Access 27: ['0', '2', '5', '11', '23']
Access 28: ['0', '1', '3', '8', '18']
Access 29: ['0', '0', '1', '4', '9']
Access 30: ['0', '1', '3', '8', '18']
Access 31: ['0', '1', '4', '10', '22']
Access 32: ['0', '1', '3', '8', '17']
Access 33: ['0', '0', '2', '6', '13']
Access 34: ['0', '2', '5', '11', '23']
Access 35: ['0', '1', '3', '7', '16']
Access 36: ['0', '0', '2', '6', '14']
Access 37: ['0', '2', '5', '11', '24']
Access 38: ['0', '1', '3', '7', '16']
Access 39: ['0', '0', '2', '6', '13']
Access 40: ['0', '1', '3', '7', '15']
Access 41: ['0', '0', '2', '6', '13']
Access 42: ['0', '1', '4', '10', '21']
Access 43: ['0', '1', '3', '7', '16']
Access 44: ['0', '1', '3', '8', '18']
Access 45: ['0', '0', '1', '4', '10']
Access 46: ['0', '1', '3', '7', '15']
Access 47: ['0', '1', '4', '10', '21']
Access 48: ['0', '0', '2', '6', '13']
Access 49: ['0', '0', '1', '4', '10']
Access 50: ['0', '1', '4', '9', '20']
Access 51: ['0', '0', '2', '5', '11']
Access 52: ['0', '0', '2', '6', '13']
Access 53: ['0', '0', '2', '5', '11']
Access 54: ['0', '1', '4', '9', '20']
Access 55: ['0', '0', '2', '5', '11']
Access 56: ['0', '1', '3', '7', '15']
Access 57: ['0', '2', '5', '11', '24']
Access 58: ['0', '1', '3', '7', '15']
Access 59: ['0', '1', '3', '7', '16']
